id;service;sbytes;dbytes;sttl;dttl;sloss;dloss;swin;stcpb;dtcpb;dwin;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;attack_cat;label
28683;-;3062;33044;31;29;7;18;255;2469466684;2528566869;255;0;15;0;6;1;1;5;9;8;0;Normal;0
18135;http;1580;10168;31;29;3;5;255;3744791677;1617199050;255;3924;2;0;1;2;1;2;3;1;0;Normal;0
89085;-;2516;354;254;252;2;1;255;2045680973;627673874;255;0;1;1;1;1;1;1;1;1;0;Normal;0
25094;ftp-data;8928;320;31;29;4;1;255;2584882918;3324696212;255;0;6;0;7;1;1;5;9;6;0;Normal;0
15790;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;2;1;1;4;2;5;0;Normal;0
39860;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;2;1;1;1;2;3;0;Normal;0
28117;-;3614;50036;31;29;7;24;255;2283079597;137991136;255;0;5;0;1;1;1;1;3;3;0;Normal;0
10726;-;12830;548216;31;29;21;197;255;2385736403;241029887;255;0;5;0;4;1;1;3;1;7;0;Normal;0
8373;-;1470;1728;31;29;5;4;255;1333437535;3479118583;255;0;9;0;2;1;1;1;4;5;0;Normal;0
19903;ftp;2934;3742;31;29;11;15;255;362826372;363762978;255;0;1;0;5;1;1;6;9;1;0;Normal;0
32394;-;2958;32642;31;29;7;18;255;2568377757;446753405;255;0;5;0;1;1;1;3;2;9;0;Normal;0
16694;-;1920;4312;31;29;6;6;255;1025403678;3171083530;255;0;10;0;3;1;1;1;5;10;0;Normal;0
22750;-;520;304;31;29;0;0;0;0;0;0;0;8;0;5;1;1;5;4;10;0;Normal;0
115658;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
40107;dns;132;164;31;29;0;0;0;0;0;0;0;5;0;9;3;1;1;11;3;0;Normal;0
27229;-;4480;3080;31;29;7;7;255;3867147790;3943250380;255;0;6;0;1;1;1;4;2;4;0;Normal;0
39330;-;568;312;31;29;0;0;0;0;0;0;0;3;0;2;1;1;3;3;4;0;Normal;0
17079;dns;130;162;31;29;0;0;0;0;0;0;0;1;0;2;1;1;2;1;2;0;Normal;0
107760;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
13689;-;568;312;31;29;0;0;0;0;0;0;0;14;0;3;1;1;4;3;4;0;Normal;0
17885;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;5;1;1;2;1;1;0;Normal;0
43951;-;5154;754;254;252;4;2;255;3838598773;3733473280;255;0;3;1;3;1;1;2;2;3;0;Normal;0
32849;-;3182;39076;31;29;7;20;255;2036419544;4182108838;255;0;6;0;4;1;1;2;6;4;0;Normal;0
36128;-;4030;57370;31;29;7;27;255;2486134445;2512217540;255;0;6;0;2;1;1;3;3;5;0;Normal;0
3720;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;3;1;1;1;3;4;0;Normal;0
1561;-;1540;1644;31;29;4;4;255;3249203414;1104562891;255;0;16;0;10;6;1;6;12;7;0;Normal;0
15282;-;1920;4312;31;29;6;6;255;3774592793;3770718150;255;0;3;0;5;1;1;1;2;5;0;Normal;0
12620;ftp;2934;3740;31;29;11;15;255;2677554449;536737323;255;0;1;0;7;1;1;3;4;2;0;Normal;0
40316;dns;130;162;31;29;0;0;0;0;0;0;0;8;0;2;2;1;1;8;5;0;Normal;0
34069;-;520;304;31;29;0;0;0;0;0;0;0;7;0;6;1;1;3;4;9;0;Normal;0
22050;-;15116;645754;31;29;24;231;255;2504228514;2512326964;255;0;7;0;4;2;1;6;5;12;0;Normal;0
44532;-;542;268;254;252;2;1;255;1038263945;694183520;255;0;9;1;1;1;1;9;1;9;0;Normal;0
81937;-;786;268;254;252;2;1;255;2305928834;2386787808;255;0;6;1;2;2;1;6;2;6;0;Normal;0
83787;-;4658;354;254;252;3;1;255;2479464652;3016603589;255;0;4;1;2;2;2;2;3;3;0;Normal;0
47419;-;534;268;254;252;2;1;255;3027968099;153911049;255;0;7;1;2;1;1;6;2;6;0;Normal;0
1517;dns;132;164;31;29;0;0;0;0;0;0;0;2;0;4;1;1;3;12;3;0;Normal;0
43856;-;724;268;254;252;2;1;255;1309684857;3951572906;255;0;7;1;2;2;2;6;2;6;0;Normal;0
1545;-;2558;23162;31;29;7;14;255;519486798;3539522660;255;0;11;0;2;1;1;2;8;7;0;Normal;0
20273;smtp;37210;3380;31;29;18;8;255;1185930092;1186968925;255;0;1;0;3;1;1;2;5;2;0;Normal;0
76059;-;104;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;2;0;Normal;0
40274;ftp-data;8928;320;31;29;4;1;255;2183121507;2488426442;255;0;1;0;4;1;1;3;2;1;0;Normal;0
16613;-;544;304;31;29;0;0;0;0;0;0;0;10;0;3;1;1;6;3;10;0;Normal;0
8475;http;1684;10168;31;29;3;5;255;2355537909;2356973035;255;3924;2;0;5;2;1;6;7;3;0;Normal;0
17704;-;3614;45696;31;29;7;24;255;2110178072;4280493731;255;0;10;0;6;1;1;1;2;9;0;Normal;0
4790;dns;146;178;31;29;0;0;0;0;0;0;0;4;0;3;2;1;1;4;2;0;Normal;0
40777;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;3;2;1;4;6;4;0;Normal;0
35720;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;5;2;1;1;2;1;0;Normal;0
42722;-;550;354;254;252;2;1;255;3995995248;1048518192;255;0;7;1;2;2;1;7;2;7;0;Normal;0
30090;-;3926;57474;31;29;7;27;255;1960931128;1973219753;255;0;7;0;7;1;1;6;10;4;0;Normal;0
72436;-;644;268;254;252;2;1;255;3285073589;1783052666;255;0;7;1;3;1;1;6;2;6;0;Normal;0
4975;-;1540;1644;31;29;4;4;255;3411088044;1270900425;255;0;14;0;6;6;1;6;9;10;0;Normal;0
92772;-;90;0;254;0;1;0;255;0;0;0;0;10;6;4;1;1;10;4;10;0;Normal;0
9186;-;4656;3080;31;29;7;7;255;1772525744;1775676817;255;0;6;0;7;1;1;3;3;10;0;Normal;0
73742;-;566;268;254;252;2;1;255;3642739955;3103062018;255;0;12;1;4;1;1;10;4;10;0;Normal;0
15161;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;6;2;1;2;7;4;0;Normal;0
10891;-;1470;1728;31;29;5;4;255;906869202;907285979;255;0;6;0;3;2;2;3;4;4;0;Normal;0
107208;http;914;268;254;252;2;1;255;534387308;3530058156;255;0;3;1;1;1;1;1;1;2;0;Normal;0
32054;http;19202;1087890;31;29;2;370;255;732925527;733981564;255;524288;3;0;2;1;1;2;2;2;0;Normal;0
44698;-;2078;0;254;0;0;0;0;0;0;0;0;7;2;3;3;1;6;4;6;0;Normal;0
89211;-;90;0;254;0;1;0;255;0;0;0;0;11;6;2;1;1;10;2;10;0;Normal;0
1841;http;1052;824;31;29;2;2;255;1352133448;1353159248;255;83;1;0;11;1;1;1;6;1;0;Normal;0
31640;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;1;1;1;3;1;3;0;Normal;0
3920;-;1920;4416;31;29;6;6;255;947620685;3093290960;255;0;12;0;3;2;1;5;3;6;0;Normal;0
14413;-;5174;83812;31;29;7;39;255;2209097674;2209413407;255;0;7;0;6;1;1;2;1;14;0;Normal;0
26358;dns;130;162;31;29;0;0;0;0;0;0;0;3;0;2;1;1;1;5;2;0;Normal;0
15011;-;544;304;31;29;0;0;0;0;0;0;0;3;0;4;1;1;3;4;12;0;Normal;0
14999;-;568;304;31;29;0;0;0;0;0;0;0;4;0;6;1;1;3;3;10;0;Normal;0
2005;-;7810;14540;31;29;30;32;255;1904649815;1905650670;255;0;7;0;4;1;1;4;5;5;0;Normal;0
33659;-;7810;15494;31;29;30;32;255;2963551946;814970718;255;0;7;0;2;1;1;1;2;6;0;Normal;0
30716;-;2542;23508;31;29;7;14;255;763513987;795128980;255;0;4;0;3;1;1;1;2;10;0;Normal;0
28054;http;1580;10168;31;29;3;5;255;2810566621;666153843;255;3924;2;0;2;1;1;3;1;1;0;Normal;0
3497;http;1684;10168;31;29;3;5;255;2122589885;4273179949;255;3924;3;0;5;1;1;1;1;3;0;Normal;0
67209;-;1064;0;254;0;0;0;0;0;0;0;0;40;2;7;7;1;39;7;39;0;Normal;0
44;http;804;2714;62;252;2;2;255;1258158764;2960110442;255;955;5;1;1;1;1;4;1;8;0;Normal;0
20964;-;2054;2478;31;29;6;6;255;2218927876;2219201589;255;0;3;0;1;1;1;1;1;4;0;Normal;0
111477;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
24494;http;1684;10168;31;29;3;5;255;1264393622;3410822081;255;3924;2;0;1;1;1;1;5;3;0;Normal;0
27467;-;2054;2478;31;29;6;6;255;255111914;255435034;255;0;3;0;2;2;1;1;3;4;0;Normal;0
46877;-;978;86;62;252;2;1;255;450052750;276660666;255;0;2;3;2;2;1;2;2;2;0;Normal;0
3062;-;1540;1644;31;29;4;4;255;132265344;2283736058;255;0;15;0;8;6;1;6;10;7;0;Normal;0
29791;-;25958;642;254;252;13;3;255;864910887;2697265354;255;0;4;1;1;1;1;5;1;4;0;Normal;0
27874;-;568;320;31;29;0;0;0;0;0;0;0;5;0;4;1;1;4;5;6;0;Normal;0
36678;http;1580;10168;31;29;3;4;255;3891559364;1743051885;255;0;3;0;5;1;1;2;1;2;0;Normal;0
27003;-;4238;63516;31;29;7;30;255;4202110260;2052831507;255;0;8;0;4;1;1;2;7;7;0;Normal;0
45750;-;588;268;254;252;2;1;255;2226742410;3225158135;255;0;2;1;2;1;1;1;1;1;0;Normal;0
18535;ftp-data;320;1888;31;29;1;2;255;2989827181;2993902603;255;0;3;0;5;1;1;4;7;3;0;Normal;0
16927;-;3936;2456;31;29;7;7;255;3015826613;873501030;255;0;5;0;3;1;1;3;4;5;0;Normal;0
81985;-;738;268;254;252;2;1;255;665845455;3691662787;255;0;4;1;1;1;1;4;1;4;0;Normal;0
2658;-;1540;1644;31;29;4;4;255;3354498195;1210573834;255;0;8;0;7;6;1;6;10;11;0;Normal;0
11153;-;4014;59460;31;29;7;28;255;3666574414;3684287156;255;0;5;0;5;1;1;2;2;2;0;Normal;0
66;-;384;0;1;0;0;0;0;0;0;0;0;2;0;2;1;2;1;1;2;0;Normal;0
1434;http;1052;824;31;29;2;2;255;2765002277;2765998721;255;83;3;0;7;1;1;4;8;4;0;Normal;0
5903;-;1540;1644;31;29;4;4;255;3471916109;1327778090;255;0;14;0;3;6;1;3;8;4;0;Normal;0
22096;-;2958;32642;31;29;7;18;255;2880935447;745978017;255;0;9;0;1;1;1;1;2;2;0;Normal;0
28836;smtp;37210;3380;31;29;18;8;255;212407478;2358750040;255;0;1;0;3;1;1;1;2;1;0;Normal;0
40164;-;4238;63618;31;29;7;30;255;2427310579;2459848523;255;0;11;0;3;1;1;5;4;10;0;Normal;0
22842;-;2054;2478;31;29;6;6;255;3046803787;901738659;255;0;4;0;3;1;1;1;1;18;0;Normal;0
35177;-;544;304;31;29;0;0;0;0;0;0;0;7;0;4;1;1;3;4;5;0;Normal;0
34453;dns;146;178;31;29;0;0;0;0;0;0;0;5;0;2;3;2;2;3;5;0;Normal;0
26997;smtp;37938;3380;31;29;19;8;255;85054658;2231402122;255;0;1;0;3;1;1;1;2;1;0;Normal;0
5231;http;1684;10168;31;29;3;5;255;1338211348;1339182763;255;3924;2;0;5;2;1;3;4;2;0;Normal;0
14557;-;3058;814;254;252;3;2;255;3448799043;583794294;255;0;2;1;1;1;1;2;1;2;0;Normal;0
21640;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;2;1;1;2;2;1;0;Normal;0
23299;-;24328;1094788;31;29;38;390;255;3705842465;1560680735;255;0;10;0;3;1;1;7;4;17;0;Normal;0
101417;-;986;86;62;252;2;1;255;742830385;2140297756;255;0;6;3;1;1;1;5;3;4;0;Normal;0
39020;-;1540;1644;31;29;4;4;255;1804959674;1928769142;255;0;10;0;7;6;1;13;9;14;0;Normal;0
25482;dns;146;178;31;29;0;0;0;0;0;0;0;4;0;3;1;1;3;1;2;0;Normal;0
23770;dns;132;164;31;29;0;0;0;0;0;0;0;4;0;3;2;2;2;6;3;0;Normal;0
41070;-;930;642;254;252;5;3;255;3255694904;1187858920;255;0;4;1;1;1;1;3;2;3;0;Normal;0
73749;-;78;0;254;0;0;0;0;0;0;0;0;12;2;4;2;1;10;4;10;0;Normal;0
112218;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
6202;http;1580;10168;31;29;3;5;255;3923075079;1787038006;255;3924;2;0;2;2;1;2;4;2;0;Normal;0
17493;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;1;1;1;1;2;2;0;Normal;0
27202;dns;130;162;31;29;0;0;0;0;0;0;0;4;0;2;1;1;2;2;1;0;Normal;0
34541;-;2054;2478;31;29;6;6;255;3826184745;3826462796;255;0;4;0;2;1;1;3;4;10;0;Normal;0
39724;-;7820;15306;31;29;30;32;255;2827626675;2828591778;255;0;5;0;2;1;1;5;2;11;0;Normal;0
18792;-;568;304;31;29;0;0;0;0;0;0;0;6;0;6;1;1;3;3;9;0;Normal;0
11802;dns;130;162;31;29;0;0;0;0;0;0;0;5;0;2;2;1;3;3;2;0;Normal;0
13946;ftp;2934;3742;31;29;11;15;255;1348930705;4022705076;255;0;1;0;6;1;1;3;3;2;0;Normal;0
23125;-;4616;3080;31;29;7;7;255;1294200963;1386600719;255;0;11;0;4;1;1;3;4;5;0;Normal;0
84461;-;622;354;254;252;2;1;255;4091493572;841038574;255;0;4;1;1;1;1;4;1;4;0;Normal;0
34045;-;27864;728;254;252;14;3;255;3246630448;4166661076;255;0;6;1;1;1;1;6;2;5;0;Normal;0
110427;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
1835;-;1540;1644;31;29;4;4;255;1232143264;3381969522;255;0;4;0;11;2;1;2;5;10;0;Normal;0
3475;-;1920;4312;31;29;6;6;255;2600490460;2600786896;255;0;6;0;1;2;1;2;4;2;0;Normal;0
44797;-;46;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;Normal;0
31237;-;568;312;31;29;0;0;0;0;0;0;0;9;0;5;1;1;4;2;13;0;Normal;0
100008;http;814;1056;62;252;2;2;255;3481037335;1271006584;255;126;7;1;3;4;1;6;4;6;0;Normal;0
22629;-;7818;15180;31;29;30;32;255;3920805215;3917641935;255;0;8;0;1;1;1;2;1;4;0;Normal;0
18545;http;1684;10168;31;29;3;5;255;3046022123;901588698;255;3924;3;0;1;1;1;1;3;2;0;Normal;0
9935;-;568;312;31;29;0;0;0;0;0;0;0;8;0;5;1;1;5;9;5;0;Normal;0
37524;http;1580;10168;31;29;3;5;255;2279488833;135067328;255;3924;2;0;1;2;1;1;2;3;0;Normal;0
42647;-;590;268;254;252;2;1;255;3150297535;2306893605;255;0;3;1;2;2;1;2;2;2;0;Normal;0
3494;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;2;2;1;1;3;2;0;Normal;0
39614;http;1684;10168;31;29;3;5;255;4060404180;1916028822;255;3924;1;0;4;1;1;1;1;5;0;Normal;0
73296;-;568;268;254;252;2;1;255;2063573795;570988612;255;0;12;1;2;1;1;12;2;12;0;Normal;0
11975;-;568;320;31;29;0;0;0;0;0;0;0;6;0;5;1;1;3;5;7;0;Normal;0
29946;http;1580;10168;31;29;3;5;255;4037996537;4038903529;255;3924;3;0;3;1;1;2;4;2;0;Normal;0
32834;dns;130;162;31;29;0;0;0;0;0;0;0;4;0;1;1;1;1;2;2;0;Normal;0
33152;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;3;1;1;3;3;6;0;Normal;0
71047;-;566;268;254;252;2;1;255;2187468890;1850965918;255;0;4;1;2;2;1;4;2;4;0;Normal;0
37276;-;1064;0;254;0;0;0;0;0;0;0;0;28;2;10;10;1;28;10;30;0;Normal;0
42220;-;1064;0;254;0;0;0;0;0;0;0;0;23;2;7;7;1;22;7;22;0;Normal;0
5139;-;1064;2260;31;29;4;4;255;442979700;2588693141;255;0;4;0;5;2;1;1;3;12;0;Normal;0
944;-;2302;34406;31;29;5;15;255;3056682948;3059976163;255;0;16;0;13;6;1;8;12;11;0;Normal;0
6332;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;3;1;1;2;2;2;0;Normal;0
38852;dns;146;178;31;29;0;0;0;0;0;0;0;5;0;1;1;1;1;3;5;0;Normal;0
106443;-;608;646;254;252;2;3;255;1913696680;1635528600;255;0;4;1;1;1;1;2;2;2;0;Normal;0
22048;-;3614;50036;31;29;7;24;255;2640932493;2641205514;255;0;3;0;2;1;1;1;2;2;0;Normal;0
19009;-;3806;54798;31;29;7;26;255;98184225;98477392;255;0;9;0;3;1;1;2;3;6;0;Normal;0
47692;-;46;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;Normal;0
8429;-;568;320;31;29;0;0;0;0;0;0;0;6;0;7;1;1;3;5;11;0;Normal;0
37372;ftp-data;8928;320;31;29;4;1;255;551916993;4060572972;255;0;3;0;2;1;1;2;2;5;0;Normal;0
29006;http;1580;10168;31;29;3;5;255;1832793766;3983338288;255;3924;3;0;6;2;1;1;5;3;0;Normal;0
101123;-;986;86;62;252;2;1;255;3423402807;3393392445;255;0;6;3;2;2;1;4;3;4;0;Normal;0
46497;-;978;86;62;252;2;1;255;1276529296;522130196;255;0;3;3;2;2;1;3;2;3;0;Normal;0
37900;-;528;304;31;29;0;0;0;0;0;0;0;4;0;5;1;1;3;4;7;0;Normal;0
14100;smtp;37372;3380;31;29;18;8;255;1013963675;1014971408;255;0;1;0;1;1;1;1;1;1;0;Normal;0
16917;-;1958;2308;31;29;6;6;255;510438552;510739670;255;0;6;0;1;1;1;2;4;5;0;Normal;0
4421;-;2302;34406;31;29;5;15;255;937298991;3095805023;255;0;7;0;8;5;1;5;6;13;0;Normal;0
33555;http;1684;10168;31;29;3;5;255;910736480;911690489;255;3924;2;0;1;2;1;1;2;1;0;Normal;0
44139;-;2530;354;254;252;2;1;255;1611089715;2720526485;255;0;2;1;2;2;2;2;2;2;0;Normal;0
39203;smtp;37492;3380;31;29;18;8;255;2835370795;691033781;255;0;2;0;2;1;1;4;5;2;0;Normal;0
18222;-;2230;13500;31;29;7;11;255;288118208;2433815891;255;0;3;0;2;1;1;2;2;4;0;Normal;0
95;-;174;0;254;0;0;0;0;0;0;0;0;43;2;1;1;1;40;1;39;0;Normal;0
13686;-;528;304;31;29;0;0;0;0;0;0;0;14;0;3;1;1;4;3;4;0;Normal;0
41921;-;3316;678;254;252;4;4;255;3656450699;1852561467;255;0;5;1;2;2;1;4;2;5;0;Normal;0
26072;ftp-data;320;1910;31;29;1;2;255;612142900;2777344877;255;0;3;0;3;1;1;7;5;3;0;Normal;0
45300;-;180;0;254;0;3;0;255;0;0;0;0;19;6;14;1;1;19;13;21;0;Normal;0
10540;-;2662;23058;31;29;7;14;255;2457465106;2471011548;255;0;2;0;4;1;1;3;4;12;0;Normal;0
92058;-;2516;354;254;252;2;1;255;3570038591;2479910279;255;0;3;1;1;1;1;2;2;2;0;Normal;0
44333;-;546;268;254;252;2;1;255;2223419732;3633767310;255;0;5;1;1;1;1;5;1;5;0;Normal;0
9499;-;4550;72810;31;29;7;33;255;3199913809;3200218941;255;0;4;0;2;1;1;1;3;4;0;Normal;0
5767;http;1580;10168;31;29;3;5;255;2088015771;2089058636;255;3924;2;0;1;1;1;2;4;2;0;Normal;0
2993;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;4;1;1;1;3;2;0;Normal;0
28635;ftp;2934;3740;31;29;11;15;255;3837344533;3834031544;255;0;1;0;5;1;1;5;7;1;0;Normal;0
21403;-;4512;2976;31;29;7;7;255;3017005502;3020657477;255;0;8;0;6;1;1;5;7;6;0;Normal;0
13073;-;568;304;31;29;0;0;0;0;0;0;0;4;0;5;1;1;3;4;10;0;Normal;0
2602;ftp;2934;3740;31;29;11;15;255;3114493170;3115478552;255;0;1;0;4;1;1;4;4;1;0;Normal;0
5000;-;2302;34406;31;29;5;15;255;3039394799;893241154;255;0;7;0;8;6;1;6;8;14;0;Normal;0
36631;http;1580;10168;31;29;3;5;255;1861978495;1862981802;255;3924;3;0;3;1;1;2;3;2;0;Normal;0
2740;-;568;304;31;29;0;0;0;0;0;0;0;3;0;6;1;1;3;4;5;0;Normal;0
87888;-;2026;0;254;0;0;0;0;0;0;0;0;3;2;2;1;1;3;1;4;0;Normal;0
14182;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;4;1;1;1;1;1;0;Normal;0
7549;-;1920;4312;31;29;6;6;255;2115235168;4265086065;255;0;2;0;4;1;1;1;1;9;0;Normal;0
39683;-;4222;64070;31;29;7;30;255;2637111712;2637410228;255;0;12;0;1;1;1;2;4;1;0;Normal;0
43598;-;968;354;254;252;2;1;255;1887219095;1887953570;255;0;2;1;1;1;1;2;2;2;0;Normal;0
5769;smtp;37230;3276;31;29;18;8;255;3111909474;3108800122;255;0;1;0;7;1;1;1;3;1;0;Normal;0
16530;ftp;2934;3742;31;29;11;15;255;2771160939;2772155562;255;0;1;0;9;1;1;8;7;2;0;Normal;0
30528;http;1684;10168;31;29;3;5;255;1445965366;1446979685;255;3924;3;0;3;1;1;1;2;3;0;Normal;0
3146;-;1540;1644;31;29;4;4;255;4280108392;4289853287;255;0;10;0;7;6;1;6;12;8;0;Normal;0
21629;-;3718;50036;31;29;7;24;255;2719189588;2719506899;255;0;12;0;3;1;1;1;3;4;0;Normal;0
12015;ftp-data;8928;320;31;29;4;1;255;3347100610;1506427662;255;0;3;0;3;1;1;4;3;4;0;Normal;0
5453;-;2974;30506;31;29;7;18;255;1170724647;1171029701;255;0;11;0;2;1;1;2;5;6;0;Normal;0
15518;-;1470;1728;31;29;5;4;255;618996669;2764708313;255;0;4;0;4;1;1;2;1;5;0;Normal;0
25980;-;12934;548216;31;29;21;197;255;467118964;511203035;255;0;9;0;3;2;1;4;2;11;0;Normal;0
27859;http;1580;10168;31;29;3;5;255;3089727935;3090688999;255;3924;2;0;3;2;1;3;6;2;0;Normal;0
44071;-;558;268;254;252;2;1;255;696754686;3979343970;255;0;6;1;2;1;1;3;1;3;0;Normal;0
42283;-;1064;0;254;0;0;0;0;0;0;0;0;34;2;14;14;1;34;14;34;0;Normal;0
106020;-;608;646;254;252;2;3;255;1258117609;2301038618;255;0;3;1;1;1;1;3;1;3;0;Normal;0
12452;-;5174;83812;31;29;7;39;255;1296281031;3446128883;255;0;5;0;4;1;1;2;4;3;0;Normal;0
1675;-;1540;1644;31;29;4;4;255;1662067661;3819041222;255;0;8;0;18;6;1;7;9;17;0;Normal;0
36143;-;1064;0;254;0;0;0;0;0;0;0;0;36;2;13;13;1;36;13;36;0;Normal;0
12002;-;528;304;31;29;0;0;0;0;0;0;0;11;0;6;1;1;9;5;9;0;Normal;0
83028;-;532;268;254;252;2;1;255;3929277684;4087908486;255;0;3;1;2;1;1;4;2;3;0;Normal;0
44670;http;868;1320;62;252;2;2;255;4059732489;2542172536;255;0;2;1;1;1;1;2;1;2;0;Normal;0
22524;-;2262;2478;31;29;6;6;255;3505967252;1356732287;255;0;2;0;2;1;1;1;1;10;0;Normal;0
18487;-;3806;54798;31;29;7;26;255;3652796265;1503636191;255;0;5;0;2;1;1;1;4;11;0;Normal;0
36012;-;1064;0;254;0;0;0;0;0;0;0;0;36;2;15;15;1;36;15;36;0;Normal;0
74592;-;578;268;254;252;2;1;255;3414791191;3508421970;255;0;12;1;4;2;1;12;4;12;0;Normal;0
84993;http;1526;268;254;252;2;1;255;1949587731;3575266680;255;0;4;1;1;1;1;4;1;4;0;Normal;0
47103;-;978;86;62;252;2;1;255;1012778989;3680009109;255;0;3;3;2;2;1;3;2;3;0;Normal;0
106628;-;1802;268;254;252;2;1;255;3984988763;1056358721;255;0;2;1;1;1;1;2;1;2;0;Normal;0
16446;-;5174;83812;31;29;7;39;255;1749059550;1749360901;255;0;6;0;1;1;1;1;3;4;0;Normal;0
11368;dns;130;162;31;29;0;0;0;0;0;0;0;2;0;4;2;1;1;4;4;0;Normal;0
24901;-;520;304;31;29;0;0;0;0;0;0;0;12;0;3;1;1;3;2;6;0;Normal;0
112693;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
4593;-;1540;1644;31;29;4;4;255;152531948;2304160882;255;0;15;0;8;12;1;7;18;9;0;Normal;0
14958;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;2;1;1;1;2;4;0;Normal;0
44106;-;1234;830;254;252;3;2;255;971645447;3123143998;255;0;5;1;1;1;1;1;1;1;0;Normal;0
11594;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;2;2;1;2;3;1;0;Normal;0
31752;-;568;312;31;29;0;0;0;0;0;0;0;3;0;3;1;1;3;4;7;0;Normal;0
45435;-;2516;268;254;252;2;1;255;1393852965;3994199996;255;0;3;1;2;2;1;3;2;3;0;Normal;0
35242;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;5;1;1;2;1;1;0;Normal;0
93106;http;818;1130;62;252;2;2;255;4218482452;2071024347;255;132;7;1;4;4;3;7;6;7;0;Normal;0
20369;ftp-data;528;8824;31;29;1;4;255;2563834503;2997572841;255;0;5;0;6;1;1;4;6;6;0;Normal;0
30485;-;3614;50036;31;29;7;24;255;225700025;225953357;255;0;7;0;1;1;1;2;5;8;0;Normal;0
40111;smtp;37232;3276;31;29;18;8;255;4097955506;1953673350;255;0;1;0;4;1;1;3;3;1;0;Normal;0
26956;-;1612;268;254;252;2;1;255;2968982477;503472317;255;0;6;1;2;2;1;5;2;5;0;Normal;0
92287;http;826;1082;62;252;2;2;255;3691206215;848323978;255;139;2;1;1;1;1;2;1;2;0;Normal;0
35714;-;568;312;31;29;0;0;0;0;0;0;0;9;0;5;1;1;4;6;5;0;Normal;0
11879;ssh;3728;5578;31;29;7;7;255;3160959480;1011673234;255;0;1;0;3;1;1;2;4;1;0;Normal;0
15649;-;4862;75600;31;29;7;36;255;582563133;2769694943;255;0;5;0;5;1;1;2;5;6;0;Normal;0
28223;ftp-data;320;1930;31;29;1;2;255;54862180;59113151;255;0;3;0;7;1;1;5;6;3;0;Normal;0
30858;-;2542;23508;31;29;7;14;255;4241416266;4265280917;255;0;10;0;1;1;1;1;4;4;0;Normal;0
32870;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;4;1;1;1;1;5;0;Normal;0
14909;-;2230;13500;31;29;7;11;255;2357042582;207756307;255;0;9;0;2;1;1;2;2;6;0;Normal;0
30412;-;568;320;31;29;0;0;0;0;0;0;0;9;0;4;1;1;4;6;11;0;Normal;0
90891;-;90;0;254;0;1;0;255;0;0;0;0;7;6;4;1;1;7;4;7;0;Normal;0
8918;dns;132;164;31;29;0;0;0;0;0;0;0;4;0;2;2;1;2;16;4;0;Normal;0
30310;-;2542;23508;31;29;7;14;255;2155546442;2178142443;255;0;2;0;3;1;1;2;2;8;0;Normal;0
36015;-;1064;0;254;0;0;0;0;0;0;0;0;36;2;15;15;1;36;15;36;0;Normal;0
37994;-;3182;39076;31;29;7;20;255;1586615315;3733805099;255;0;12;0;3;1;1;3;3;10;0;Normal;0
38695;-;3926;57370;31;29;7;27;255;3761232047;1631225897;255;0;5;0;2;1;1;3;3;5;0;Normal;0
14756;-;4862;75600;31;29;7;36;255;374948799;2531368560;255;0;4;0;3;1;1;1;4;10;0;Normal;0
44472;-;722;0;254;0;0;0;0;0;0;0;0;13;2;4;3;1;13;4;13;0;Normal;0
